URL,Title of the Page,Type of Source,PEP Role Referenced,Content Snippet
https://www.gov.za/profile/helen-zille-9773,Profile of Helen Zille - Premier,Government,Premier,"Helen Zille serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/person/helen-zille-2,Helen Zille appointed as Political Party Leader,News,Political Party Leader,"Helen Zille serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/government/judge/raymond-zondo-2,"Biography: Raymond Zondo, Judge",Government,Judge,"Raymond Zondo serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/politics/helen-zille-biography-1,Helen Zille addresses parliament,News,Political Party Leader,"Helen Zille serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.dirco.gov.za/person/clayson-monyela,Clayson Monyela - Official Ambassador Profile,Government,Ambassador,"Clayson Monyela serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.mg.co.za/profile/kuben-naidoo-5181,"Biography: Kuben Naidoo, Central Bank Official",News,Central Bank Official,"Kuben Naidoo serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/government/ambassador/lindiwe-sisulu-1,Interview with Lindiwe Sisulu,Government,Ambassador,"Lindiwe Sisulu serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/government/judge/mandisa-maya-3,Mandisa Maya speaks on government policy,News,Judge,"Mandisa Maya serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/article/388881/mandisa-maya,Mandisa Maya addresses parliament,News,Judge,"Mandisa Maya serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.presidency.gov.za/profile/cyril-ramaphosa-8157,"Biography: Cyril Ramaphosa, President",Government,President,"Cyril Ramaphosa serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.mg.co.za/profile/kuben-naidoo-1961,Kuben Naidoo - Central Bank Official responsibilities,News,Central Bank Official,"Kuben Naidoo serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/politics/solly-msimanga-biography-2,Solly Msimanga - Official Mayor Profile,News,Mayor,"Solly Msimanga serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
